Name,Status,Position,Nation,Age,Rating,Playstyle,Market Value,Window Signed,Loaned/Transferred From,Loan Length,Contracted Team,PositionOrder
Giuliano Simeone,Besiktas,RMF,Argentina,23.0,77.0,Roaming Flank,28750000,Summer,,,Besiktas,3.3
Vasilije Adžić,Besiktas,AMF,Montenegro,19.0,68.0,Hole Player,6300000,Summer,,,Besiktas,3.4
Can Uzun,Besiktas,AMF,Türkiye,20.0,71.0,Hole Player,12750000,Summer,,,Besiktas,3.4
Naci Ünüvar,Besiktas,LWF,Türkiye,22.0,70.0,Creative Playmaker,8600000,Winter,,,Besiktas,4.1
Hirving Lozano,Besiktas,LWF,Mexico,30.0,76.0,Prolific Winger,24750000,,,,Besiktas,4.1
Yunus Akgün,Besiktas,RWF,Türkiye,25.0,72.0,Creative Playmaker,14062500,Winter,,,Besiktas,4.2
Cengiz Ünder,Besiktas,RWF,Türkiye,28.0,76.0,Prolific Winger,25875000,Summer,,,Besiktas,4.2
Paul Onuachu,Besiktas,CF,Nigeria,31.0,74.0,Target Man,16187500,Summer,,,Besiktas,4.4
Marcos Leonardo,Besiktas,CF,Brazil,22.0,75.0,Fox in the Box,25500000,,,,Besiktas,4.4
Hugo Duro,Besiktas,CF,Spain,26.0,76.0,Goal Poacher,27000000,,,,Besiktas,4.4
Serhou Guirassy,Besiktas,CF,Guinea,29.0,81.0,Goal Poacher,72500000,Summer,,,Besiktas,4.4
Leandro Brey,Boca,GK,Argentina,23.0,74.0,Offensive Goalkeeper,18812500,,,,Boca,1.0
Guillaume Restes,Boca,GK,France,20.0,75.0,Offensive Goalkeeper,25000000,,,,Boca,1.0
Joe Gomez,Boca,CB,England,28.0,77.0,Build Up,29375000,Winter,,,Boca,2.0
Dan Burn,Boca,CB,England,33.0,77.0,The Destroyer,21875000,,,,Boca,2.0
David Alaba,Boca,CB,Austria,33.0,78.0,Build Up,17875000,,,,Boca,2.0
Pau Cubarsí,Boca,CB,Spain,18.0,79.0,Build Up,62250000,,,,Boca,2.0
Ronald Araújo,Boca,CB,Uruguay,26.0,81.0,The Destroyer,73750000,,,,Boca,2.0
Valentín Barco,Boca,LB,Argentina,21.0,73.0,Offensive Full-back,17250000,,,,Boca,2.1
Oleksandr Zinchenko,Boca,LB,Ukraine,29.0,76.0,Full-back Finisher,24750000,Summer,,,Boca,2.1
Malo Gusto,Boca,RB,France,22.0,76.0,Offensive Full-back,25875000,Summer,,,Boca,2.2
Thiago Helguera,Boca,DMF,Uruguay,19.0,70.0,Anchor Man,12600000,,,,Boca,3.0
Carlos Baleba,Boca,DMF,Cameroon,21.0,76.0,Box-to-Box,27000000,,,,Boca,3.0
Johnny Cardoso,Boca,DMF,United States,24.0,76.0,Anchor Man,25312500,,,,Boca,3.0
Ayyoub Bouaddi,Boca,CMF,France,18.0,73.0,Orchestrator,27750000,,,,Boca,3.1
Éderson,Boca,CMF,Brazil,26.0,77.0,Box-to-Box,31875000,,,,Boca,3.1
Piotr Zieliński,Boca,CMF,Poland,31.0,77.0,Hole Player,21875000,,,,Boca,3.1
Frank Zambo Anguissa,Boca,CMF,Cameroon,30.0,77.0,Box-to-Box,27500000,Summer,,,Boca,3.1
Eduardo Camavinga,Boca,CMF,France,23.0,81.0,Box-to-Box,76250000,,,,Boca,3.1
Nico Paz,Boca,AMF,Argentina,21.0,73.0,Hole Player,18000000,,,,Boca,3.4
Mason Mount,Boca,AMF,England,26.0,77.0,Hole Player,29375000,Summer,,,Boca,3.4
Brian Aguirre,Boca,LWF,Argentina,22.0,74.0,Prolific Winger,21000000,Winter,,,Boca,4.1
Federico Chiesa,Boca,LWF,Italy,28.0,77.0,Prolific Winger,28750000,,,,Boca,4.1
Exequiel Zeballos,Boca,RWF,Argentina,23.0,74.0,Prolific Winger,20562500,Summer,,,Boca,4.2
Nicolás González,Boca,RWF,Argentina,27.0,78.0,Prolific Winger,38500000,,,,Boca,4.2
Paulo Dybala,Boca,SS,Argentina,32.0,79.0,Creative Playmaker,24000000,Winter,,,Boca,4.3
Wout Weghorst,Boca,CF,Netherlands,33.0,75.0,Target Man,14000000,,,,Boca,4.4
D. Calvert-Lewin,Boca,CF,England,28.0,76.0,Goal Poacher,27000000,,,,Boca,4.4
Samu Aghehowa,Boca,CF,Spain,21.0,77.0,Fox in the Box,33125000,Summer,,,Boca,4.4
Gabriel Jesus,Boca,CF,Brazil,28.0,77.0,Deep-Lying Forward,30625000,,,,Boca,4.4
Marcus Thuram,Boca,CF,France,28.0,80.0,Goal Poacher,54000000,,,,Boca,4.4
Thiago De Bellis,Celta Vigo,GK,Argentina,20.0,65.0,Offensive Goalkeeper,5000000,,,,Celta Vigo,1.0
Adrian Šemper,Celta Vigo,GK,Croatia,27.0,72.0,Offensive Goalkeeper,12812500,Summer,,,Celta Vigo,1.0
Iván Villar,Celta Vigo,GK,Spain,28.0,73.0,Offensive Goalkeeper,15375000,,,,Celta Vigo,1.0
Unai Simón,Celta Vigo,GK,Spain,28.0,80.0,Offensive Goalkeeper,52000000,Summer,,,Celta Vigo,1.0
Lisandro Magallán,Celta Vigo,CB,Argentina,32.0,72.0,The Destroyer,8750000,,,,Celta Vigo,2.0
Carlos Domínguez,Celta Vigo,CB,Spain,24.0,72.0,Build Up,14062500,,,,Celta Vigo,2.0
Marcos Alonso,Celta Vigo,CB,Spain,35.0,75.0,Extra Frontman,2500000,Summer,,,Celta Vigo,2.0
Philipp Mwene,Celta Vigo,LB,Austria,31.0,74.0,Offensive Full-back,14000000,,,,Celta Vigo,2.1
Ezequiel Duarte,Celta Vigo,RB,Paraguay,19.0,65.0,Offensive Full-back,5000000,,,,Celta Vigo,2.2
Óscar Mingueza,Celta Vigo,RB,Spain,26.0,76.0,Offensive Full-back,24187500,Summer,,,Celta Vigo,2.2
Nahuel Estévez,Celta Vigo,DMF,Argentina,30.0,72.0,Anchor Man,12812500,,,,Celta Vigo,3.0
Gerard Gumbau,Celta Vigo,CMF,Spain,31.0,73.0,Orchestrator,12750000,,,,Celta Vigo,3.1
Dani Parejo,Celta Vigo,CMF,Spain,36.0,78.0,Orchestrator,4125000,Summer,,,Celta Vigo,3.1
Jhon Arias,Celta Vigo,LMF,Colombia,28.0,77.0,Roaming Flank,30625000,,,,Celta Vigo,3.2
P. Frankowski,Celta Vigo,RMF,Poland,30.0,75.0,Cross Specialist,20500000,,,,Celta Vigo,3.3
Ludovic Blas,Celta Vigo,AMF,France,28.0,75.0,Creative Playmaker,22500000,,,,Celta Vigo,3.4
Adrián Liso,Celta Vigo,LWF,Spain,20.0,68.0,Roaming Flank,5000000,Summer,,,Celta Vigo,4.1
Martin Boyle,Celta Vigo,RWF,Australia,32.0,74.0,Prolific Winger,12687500,,,,Celta Vigo,4.2
Matteo Politano,Celta Vigo,RWF,Italy,32.0,78.0,Prolific Winger,24750000,Summer,,,Celta Vigo,4.2
Alexis Sánchez,Celta Vigo,CF,Chile,37.0,75.0,Deep-Lying Forward,4000000,Summer,,,Celta Vigo,4.4
Borja Iglesias,Celta Vigo,CF,Spain,32.0,76.0,Target Man,18000000,Summer,,,Celta Vigo,4.4
Edin Džeko,Celta Vigo,CF,Bosnia and Herzegovina,39.0,78.0,Target Man,6187500,Summer,,,Celta Vigo,4.4
Álvaro Morata,Celta Vigo,CF,Spain,33.0,79.0,Goal Poacher,22500000,,,,Celta Vigo,4.4
Aarón Escandell,Celtic,GK,Spain,30.0,73.0,Offensive Goalkeeper,14625000,,,,Celtic,1.0
Oliver Baumann,Celtic,GK,Germany,35.0,79.0,Offensive Goalkeeper,3000000,Summer,,,Celtic,1.0
Ben Davies,Celtic,CB,England,30.0,72.0,Build Up,13125000,,,,Celtic,2.0
Joseph Aidoo,Celtic,CB,Ghana,30.0,73.0,The Destroyer,15375000,,,,Celtic,2.0
Olivier Boscagli,Celtic,CB,France,28.0,75.0,Build Up,22500000,Summer,,,Celtic,2.0
Calvin Bassey,Celtic,CB,Nigeria,26.0,77.0,Build Up,29375000,Summer,,,Celtic,2.0
C. Carter-Vickers,Celtic,CB,United States,28.0,77.0,The Destroyer,28750000,Summer,,,Celtic,2.0
Mateo Del Blanco,Celtic,LB,Argentina,22.0,72.0,Offensive Full-back,14062500,Summer,,,Celtic,2.1
Aihen Muñoz,Celtic,LB,Spain,28.0,75.0,Offensive Full-back,21500000,,,,Celtic,2.1
Gilles De Meyer,Celtic,RB,Belgium,19.0,65.0,Offensive Full-back,5000000,,,,Celtic,2.2
Louis Patris,Celtic,RB,Belgium,24.0,71.0,Defensive Full-back,10500000,Summer,,,Celtic,2.2
Gonzalo Luján,Celtic,RB,Argentina,24.0,71.0,Defensive Full-back,10500000,Summer,,,Celtic,2.2
Tino Livramento,Celtic,RB,England,23.0,76.0,Offensive Full-back,25312500,Summer,,,Celtic,2.2
Ola Aina,Celtic,RB,Nigeria,29.0,77.0,Offensive Full-back,27500000,Summer,,,Celtic,2.2
Finn Yeats,Celtic,DMF,Scotland,21.0,67.0,Anchor Man,5000000,Summer,,,Celtic,3.0
Jean Claude,Celtic,DMF,Togo,22.0,68.0,Anchor Man,5000000,Summer,,,Celtic,3.0
Scott McTominay,Celtic,DMF,Scotland,29.0,79.0,Box-to-Box,43500000,,,,Celtic,3.0
Harrison Armstrong,Celtic,CMF,England,18.0,68.0,Box-to-Box,7100000,,,,Celtic,3.1
Connor Barron,Celtic,CMF,Scotland,23.0,72.0,Box-to-Box,14375000,,,,Celtic,3.1
Jackson Irvine,Celtic,CMF,Australia,32.0,73.0,Box-to-Box,10500000,Summer,,,Celtic,3.1
Lewis Ferguson,Celtic,CMF,Scotland,26.0,75.0,Box-to-Box,22500000,Summer,,,Celtic,3.1
John McGinn,Celtic,CMF,Scotland,31.0,78.0,Box-to-Box,28187500,Summer,,,Celtic,3.1
Leon Goretzka,Celtic,CMF,Germany,30.0,79.0,Box-to-Box,33750000,Summer,,,Celtic,3.1
Maximiliano Zalazar,Celtic,LMF,Argentina,24.0,72.0,Roaming Flank,13437500,,,,Celtic,3.2
Ryan Fraser,Celtic,LWF,Scotland,31.0,73.0,Prolific Winger,13125000,,,,Celtic,4.1
Christos Tzolis,Celtic,LWF,Greece,23.0,74.0,Prolific Winger,20562500,,,,Celtic,4.1
Andrés Martín,Celtic,RWF,Spain,26.0,74.0,Prolific Winger,19687500,,,,Celtic,4.2
A. Harriman-Annous,Celtic,CF,England,18.0,67.0,Goal Poacher,6125000,,,,Celtic,4.4
Lawrence Shankland,Celtic,CF,Scotland,30.0,74.0,Deep-Lying Forward,19687500,,,,Celtic,4.4
Ché Adams,Celtic,CF,Scotland,29.0,75.0,Goal Poacher,24000000,Summer,,,Celtic,4.4
R.Jayden Owusu-Oduro,Chelsea,GK,Netherlands,21.0,72.0,Defensive Goalkeeper,14062500,,,,Chelsea,1.0
Robert Sánchez,Chelsea,GK,Spain,28.0,77.0,Offensive Goalkeeper,27500000,Summer,,,Chelsea,1.0
Aaron Anselmino,Chelsea,CB,Argentina,20.0,74.0,Build Up,22750000,Summer,,,Chelsea,2.0
Kristoffer Ajer,Chelsea,CB,Norway,27.0,75.0,Build Up,22500000,,,,Chelsea,2.0
Tosin Adarabioyo,Chelsea,CB,England,28.0,76.0,Build Up,25312500,Summer,,,Chelsea,2.0
Çağlar Söyüncü,Chelsea,CB,Türkiye,29.0,76.0,Build Up,25312500,Summer,,,Chelsea,2.0
Neco Williams,Chelsea,LB,Wales,24.0,75.0,Offensive Full-back,22000000,Summer,,,Chelsea,2.1
Marc Cucurella,Chelsea,LB,Spain,27.0,76.0,Offensive Full-back,25312500,Summer,,,Chelsea,2.1
Leonardo Godoy,Chelsea,RB,Argentina,30.0,72.0,Offensive Full-back,12500000,,,,Chelsea,2.2
Giovanni Di Lorenzo,Chelsea,RB,Italy,32.0,79.0,Defensive Full-back,24750000,Summer,,,Chelsea,2.2
Nikola Moro,Chelsea,DMF,Croatia,27.0,73.0,Anchor Man,16125000,Summer,,,Chelsea,3.0
Giuliano Galoppo,Chelsea,CMF,Argentina,26.0,74.0,Hole Player,19250000,,,,Chelsea,3.1
Conor Gallagher,Chelsea,CMF,England,25.0,77.0,Box-to-Box,31875000,Summer,,,Chelsea,3.1
Youssouf Fofana,Chelsea,CMF,France,26.0,77.0,Box-to-Box,29375000,Summer,,,Chelsea,3.1
Diego Moreira,Chelsea,LMF,Belgium,21.0,71.0,Box-to-Box,11250000,Summer,,,Chelsea,3.2
Facundo Buonanotte,Chelsea,AMF,Argentina,21.0,73.0,Creative Playmaker,18000000,Summer,,,Chelsea,3.4
Cole Palmer,Chelsea,AMF,England,23.0,82.0,Creative Playmaker,94500000,Summer,,,Chelsea,3.4
Samuel Iling-Junior,Chelsea,LWF,England,22.0,72.0,Cross Specialist,15000000,,,,Chelsea,4.1
Galeno,Chelsea,LWF,Brazil,28.0,76.0,Prolific Winger,25875000,Summer,,,Chelsea,4.1
Jamie Gittens,Chelsea,LWF,England,21.0,77.0,Prolific Winger,31875000,Summer,,,Chelsea,4.1
Alejandro Garnacho,Chelsea,LWF,Argentina,21.0,77.0,Prolific Winger,31875000,Summer,,,Chelsea,4.1
Marcus Edwards,Chelsea,RWF,England,27.0,75.0,Prolific Winger,23000000,,,,Chelsea,4.2
Noni Madueke,Chelsea,RWF,England,23.0,77.0,Prolific Winger,30625000,Summer,,,Chelsea,4.2
Marc Guiu,Chelsea,CF,Spain,19.0,71.0,Goal Poacher,17000000,Summer,,,Chelsea,4.4
Matthis Abline,Chelsea,CF,France,22.0,74.0,Goal Poacher,21875000,Summer,,,Chelsea,4.4
Illan Meslier,Club Brugge,GK,France,25.0,72.0,Offensive Goalkeeper,12812500,Summer,,,Club Brugge,1.0
Matz Sels,Club Brugge,GK,Belgium,33.0,77.0,Offensive Goalkeeper,15000000,Winter,,,Club Brugge,1.0
Maximiliano Caufriez,Club Brugge,CB,Belgium,28.0,72.0,Build Up,13750000,Summer,,,Club Brugge,2.0
Santiago Ramos Mingo,Club Brugge,CB,Argentina,24.0,73.0,Build Up,16875000,Winter,,,Club Brugge,2.0
Nathan Wood,Club Brugge,CB,England,23.0,73.0,Build Up,17250000,Summer,,,Club Brugge,2.0
Israel Reyes,Club Brugge,CB,Mexico,25.0,74.0,Build Up,19250000,Summer,,,Club Brugge,2.0
Saúl Coco,Club Brugge,CB,Equatorial Guinea,26.0,76.0,Build Up,25312500,Summer,,,Club Brugge,2.0
Dani Vivian,Club Brugge,CB,Spain,26.0,79.0,The Destroyer,44250000,Summer,,,Club Brugge,2.0
Jordi Alba,Club Brugge,LB,Spain,36.0,77.0,Offensive Full-back,2500000,Winter,,,Club Brugge,2.1
Manu Sánchez,Club Brugge,RB,Spain,29.0,67.0,Defensive Full-back,5000000,Summer,,,Club Brugge,2.2
Nathan,Club Brugge,RB,Brazil,24.0,71.0,Offensive Full-back,10500000,Summer,,,Club Brugge,2.2
Dani Carvajal,Club Brugge,RB,Spain,33.0,78.0,Offensive Full-back,19937500,,,,Club Brugge,2.2
Marc Casadó,Club Brugge,DMF,Spain,22.0,76.0,Anchor Man,26437500,Summer,,,Club Brugge,3.0
Eryk Williamson,Club Brugge,CMF,United States,28.0,72.0,Orchestrator,13750000,Summer,,,Club Brugge,3.1
Pieter Gerkens,Club Brugge,CMF,Belgium,30.0,72.0,Hole Player,13125000,Summer,,,Club Brugge,3.1
Thomas Lemar,Club Brugge,CMF,France,30.0,75.0,Hole Player,21000000,Winter,,,Club Brugge,3.1
Gavi,Club Brugge,CMF,Spain,21.0,79.0,Hole Player,47250000,Summer,,,Club Brugge,3.1
Iliman Ndiaye,Club Brugge,LMF,Senegal,25.0,76.0,Roaming Flank,24187500,Winter,,,Club Brugge,3.2
Anouar Ait El Hadj,Club Brugge,AMF,Belgium,23.0,71.0,Classic No. 10,11250000,Summer,,,Club Brugge,3.4
Pity Martínez,Club Brugge,AMF,Argentina,32.0,75.0,Creative Playmaker,14500000,Winter,,,Club Brugge,3.4
M. Fernandez-Pardo,Club Brugge,LWF,Belgium,20.0,72.0,Prolific Winger,16562500,Winter,,,Club Brugge,4.1
Julien Duranville,Club Brugge,LWF,Belgium,19.0,72.0,Roaming Flank,20937500,Summer,,,Club Brugge,4.1
Dani Díaz,Club Brugge,RWF,Spain,19.0,65.0,Prolific Winger,5000000,Summer,,,Club Brugge,4.2
Jan Faberski,Club Brugge,RWF,Poland,19.0,65.0,Prolific Winger,5000000,Summer,,,Club Brugge,4.2
Ilias Akhomach,Club Brugge,RWF,Morocco,21.0,73.0,Prolific Winger,18375000,Winter,,,Club Brugge,4.2
Leroy Sané,Club Brugge,RWF,Germany,29.0,80.0,Prolific Winger,52000000,Winter,,,Club Brugge,4.2
Mohamed Salah,Club Brugge,RWF,Egypt,33.0,84.0,Roaming Flank,89250000,Summer,,,Club Brugge,4.2
Cucho Hernández,Club Brugge,CF,Colombia,26.0,76.0,Deep-Lying Forward,27000000,Summer,,,Club Brugge,4.4
Carlos Miguel,Corinthians,GK,Brazil,26.0,73.0,Defensive Goalkeeper,15375000,,,,Corinthians,1.0
Filip Jørgensen,Corinthians,GK,Denmark,23.0,76.0,Offensive Goalkeeper,24750000,,,,Corinthians,1.0
Bento,Corinthians,GK,Brazil,26.0,77.0,Offensive Goalkeeper,26875000,Summer,,,Corinthians,1.0
Nikola Milenković,Corinthians,CB,Serbia,28.0,78.0,The Destroyer,35062500,,,,Corinthians,2.0
Harry Maguire,Corinthians,CB,England,32.0,78.0,Build Up,21312500,,,,Corinthians,2.0
Waldemar Anton,Corinthians,CB,Germany,29.0,78.0,Build Up,31625000,,,,Corinthians,2.0
Mitchel Bakker,Corinthians,LB,Netherlands,25.0,73.0,Offensive Full-back,15750000,,,,Corinthians,2.1
Borna Sosa,Corinthians,LB,Croatia,27.0,75.0,Offensive Full-back,21500000,Summer,,,Corinthians,2.1
Tyrick Mitchell,Corinthians,LB,England,26.0,76.0,Defensive Full-back,24187500,,,,Corinthians,2.1
Riccardo Calafiori,Corinthians,LB,Italy,23.0,78.0,Offensive Full-back,40562500,,,,Corinthians,2.1
Joël Veltman,Corinthians,RB,Netherlands,33.0,74.0,Defensive Full-back,9625000,,,,Corinthians,2.2
Yukinari Sugawara,Corinthians,RB,Japan,25.0,76.0,Offensive Full-back,24187500,Summer,,,Corinthians,2.2
Al Musrati,Corinthians,DMF,Libya,29.0,76.0,Anchor Man,25312500,,,,Corinthians,3.0
Edson Álvarez,Corinthians,DMF,Mexico,28.0,78.0,The Destroyer,34375000,,,,Corinthians,3.0
Marten de Roon,Corinthians,DMF,Netherlands,34.0,78.0,Anchor Man,11000000,,,,Corinthians,3.0
Lennon Miller,Corinthians,CMF,Scotland,19.0,71.0,Box-to-Box,16250000,Summer,,,Corinthians,3.1
Lewis Miley,Corinthians,CMF,England,19.0,72.0,Box-to-Box,20625000,Summer,,,Corinthians,3.1
Gabriel Sara,Corinthians,CMF,Brazil,26.0,74.0,Hole Player,19250000,,,,Corinthians,3.1
Rodrigo Riquelme,Corinthians,LMF,Spain,25.0,76.0,Cross Specialist,24187500,Summer,,,Corinthians,3.2
Filip Kostić,Corinthians,LMF,Serbia,33.0,76.0,Cross Specialist,12375000,,,,Corinthians,3.2
Martín Ojeda,Corinthians,RMF,Argentina,27.0,74.0,Hole Player,18375000,,,,Corinthians,3.3
Simone Verdi,Corinthians,AMF,Italy,33.0,74.0,Creative Playmaker,10500000,,,,Corinthians,3.4
Martin Ødegaard,Corinthians,AMF,Norway,27.0,82.0,Creative Playmaker,88500000,Summer,,,Corinthians,3.4
Andreas Schjelderup,Corinthians,LWF,Norway,21.0,74.0,Roaming Flank,21437500,,,,Corinthians,4.1
Gabriel Strefezza,Corinthians,RWF,Brazil,28.0,75.0,Prolific Winger,28000000,,,,Corinthians,4.2
Donyell Malen,Corinthians,RWF,Netherlands,26.0,76.0,Prolific Winger,26437500,,,,Corinthians,4.2
Beto,Corinthians,CF,Guinea-Bissau,27.0,76.0,Goal Poacher,27562500,,,,Corinthians,4.4
Facundo Colidio,Corinthians,CF,Argentina,25.0,77.0,Dummy Runner,30625000,,,,Corinthians,4.4
Loïs Openda,Corinthians,CF,Belgium,25.0,80.0,Goal Poacher,58000000,,,,Corinthians,4.4
Marcos Felipe,Cruzeiro,GK,Brazil,29.0,74.0,Offensive Goalkeeper,17937500,,,,Cruzeiro,1.0
Matvei Safonov,Cruzeiro,GK,Russia,26.0,78.0,Offensive Goalkeeper,29562500,Summer,,,Cruzeiro,1.0
Léo,Cruzeiro,CB,Brazil,29.0,73.0,Extra Frontman,16500000,,,,Cruzeiro,2.0
Alejandro Catena,Cruzeiro,CB,Spain,31.0,76.0,Build Up,19687500,,,,Cruzeiro,2.0
Kostas Tsimikas,Cruzeiro,LB,Greece,29.0,75.0,Offensive Full-back,21500000,,,,Cruzeiro,2.1
Odel Offiah,Cruzeiro,RB,England,23.0,68.0,Defensive Full-back,5000000,Summer,,,Cruzeiro,2.2
Enzo Tchato,Cruzeiro,RB,Cameroon,23.0,69.0,Defensive Full-back,5250000,Summer,,,Cruzeiro,2.2
Woyo Coulibaly,Cruzeiro,RB,France,26.0,71.0,Defensive Full-back,10250000,Summer,,,Cruzeiro,2.2
Arthur,Cruzeiro,RB,Brazil,22.0,73.0,Offensive Full-back,16875000,,,,Cruzeiro,2.2
Nélson Semedo,Cruzeiro,RB,Portugal,32.0,76.0,Offensive Full-back,15750000,Summer,,,Cruzeiro,2.2
Achraf Hakimi,Cruzeiro,RB,Morocco,27.0,80.0,Full-back Finisher,53000000,Summer,,,Cruzeiro,2.2
Bruno Gomes,Cruzeiro,DMF,Brazil,24.0,72.0,Orchestrator,13750000,,,,Cruzeiro,3.0
Ismaël Bennacer,Cruzeiro,DMF,Algeria,28.0,77.0,Orchestrator,28125000,Summer,,,Cruzeiro,3.0
Yunus Musah,Cruzeiro,CMF,United States,23.0,74.0,Box-to-Box,20125000,Summer,,,Cruzeiro,3.1
Carlos Soler,Cruzeiro,CMF,Spain,28.0,75.0,Hole Player,27500000,Summer,,,Cruzeiro,3.1
Erick Sánchez,Cruzeiro,CMF,Mexico,26.0,75.0,Box-to-Box,22500000,,,,Cruzeiro,3.1
Romano Schmid,Cruzeiro,AMF,Austria,25.0,75.0,Creative Playmaker,22500000,Summer,,,Cruzeiro,3.4
Papu Gómez,Cruzeiro,AMF,Argentina,37.0,77.0,Creative Playmaker,3750000,Summer,,,Cruzeiro,3.4
Dániel Sallói,Cruzeiro,LWF,Hungary,29.0,73.0,Prolific Winger,16875000,,,,Cruzeiro,4.1
Kevin Schade,Cruzeiro,LWF,Germany,24.0,76.0,Prolific Winger,26437500,Summer,,,Cruzeiro,4.1
Allan Saint-Maximin,Cruzeiro,LWF,France,28.0,77.0,Prolific Winger,29375000,Summer,,,Cruzeiro,4.1
Luiz Henrique,Cruzeiro,LWF,Brazil,24.0,77.0,Prolific Winger,41875000,Summer,,,Cruzeiro,4.1
Gennadiy Synchuk,Cruzeiro,RWF,Ukraine,19.0,68.0,Creative Playmaker,6400000,,,,Cruzeiro,4.2
Christian Fassnacht,Cruzeiro,RWF,Switzerland,32.0,72.0,Roaming Flank,9062500,,,,Cruzeiro,4.2
Adama Traoré,Cruzeiro,RWF,Spain,29.0,74.0,Prolific Winger,19687500,Summer,,,Cruzeiro,4.2
Mohamed Ali Cho,Cruzeiro,RWF,France,21.0,74.0,Prolific Winger,21437500,Summer,,,Cruzeiro,4.2
Nicolas Pépé,Cruzeiro,RWF,Côte d'Ivoire,30.0,75.0,Prolific Winger,22000000,Summer,,,Cruzeiro,4.2
Matheus Franca,Cruzeiro,SS,Brazil,21.0,73.0,Hole Player,22500000,Summer,,,Cruzeiro,4.3
Afonso Patrão,Cruzeiro,CF,Portugal,18.0,65.0,Goal Poacher,5000000,,,,Cruzeiro,4.4
Matías Hernández,Cruzeiro,CF,Argentina,20.0,65.0,Fox in the Box,5000000,,,,Cruzeiro,4.4
Jorge Soto,Dortmund,GK,Colombia,32.0,73.0,Offensive Goalkeeper,9375000,,,,Dortmund,1.0
Stefan Ortega,Dortmund,GK,Germany,33.0,76.0,Offensive Goalkeeper,12375000,Summer,,,Dortmund,1.0
Édouard Mendy,Dortmund,GK,Senegal,33.0,77.0,Offensive Goalkeeper,14375000,Summer,,,Dortmund,1.0
Mees Hilgers,Dortmund,CB,Indonesia,24.0,72.0,Build Up,14062500,,,,Dortmund,2.0
Ousseynou Ba,Dortmund,CB,Senegal,30.0,73.0,The Destroyer,15750000,,,,Dortmund,2.0
Niklas Süle,Dortmund,CB,Germany,30.0,77.0,Extra Frontman,27500000,Summer,,,Dortmund,2.0
Jonathan Tah,Dortmund,CB,Germany,29.0,80.0,Build Up,51000000,Summer,,,Dortmund,2.0
M. Mittelstädt,Dortmund,LB,Germany,28.0,76.0,Full-back Finisher,24187500,,,,Dortmund,2.1
David Raum,Dortmund,LB,Germany,27.0,78.0,Offensive Full-back,30250000,,,,Dortmund,2.1
Brandon Bye,Dortmund,RB,United States,30.0,73.0,Offensive Full-back,15000000,,,,Dortmund,2.2
V. Atangana Edoa,Dortmund,DMF,France,20.0,71.0,Box-to-Box,12500000,,,,Dortmund,3.0
Rúben Neves,Dortmund,DMF,Portugal,28.0,78.0,Orchestrator,34375000,Summer,,,Dortmund,3.0
Philip Billing,Dortmund,CMF,Denmark,29.0,76.0,Hole Player,26437500,,,,Dortmund,3.1
S. Milinković-Savić,Dortmund,CMF,Serbia,30.0,79.0,Hole Player,36750000,Summer,,,Dortmund,3.1
Brajan Gruda,Dortmund,AMF,Germany,21.0,74.0,Hole Player,21000000,,,,Dortmund,3.4
Lucas Paquetá,Dortmund,AMF,Brazil,28.0,78.0,Creative Playmaker,32312500,Summer,,,Dortmund,3.4
James Maddison,Dortmund,AMF,England,29.0,79.0,Creative Playmaker,35250000,Summer,,,Dortmund,3.4
Denis Bouanga,Dortmund,LWF,Gabon,31.0,76.0,Prolific Winger,20250000,,,,Dortmund,4.1
Yarlen,Dortmund,RWF,Brazil,19.0,65.0,Prolific Winger,5000000,,,,Dortmund,4.2
Jeremy Arévalo,Dortmund,RWF,Ecuador,20.0,66.0,Prolific Winger,5000000,,,,Dortmund,4.2
Nicolas Kühn,Dortmund,RWF,Germany,27.0,75.0,Roaming Flank,23000000,,,,Dortmund,4.2
Thomas Muller,Dortmund,SS,Germany,36.0,78.0,Dummy Runner,2000000,Summer,,,Dortmund,4.3
Irvin Cardona,Dortmund,CF,France,28.0,72.0,Dummy Runner,14687500,,,,Dortmund,4.4
Edinson Cavani,Dortmund,CF,Uruguay,38.0,75.0,Goal Poacher,3500000,Summer,,,Dortmund,4.4
Karim Benzema,Dortmund,CF,Algeria,37.0,81.0,Deep-Lying Forward,2500000,Summer,,,Dortmund,4.4
Álvaro Fernández,Espanyol,GK,Spain,27.0,72.0,Defensive Goalkeeper,12812500,,,,Espanyol,1.0
Sergio Herrera,Espanyol,GK,Spain,32.0,77.0,Defensive Goalkeeper,17500000,,,,Espanyol,1.0
Joachim Sanda,Espanyol,CB,France,19.0,66.0,Extra Frontman,5000000,,,,Espanyol,2.0
Giacomo Stabile,Espanyol,CB,Italy,20.0,68.0,Build Up,5000000,,,,Espanyol,2.0
Javi Montero,Espanyol,CB,Spain,26.0,72.0,Build Up,13750000,,,,Espanyol,2.0
Angeliño,Espanyol,LB,Spain,28.0,75.0,Full-back Finisher,21500000,,,,Espanyol,2.1
Wilson Manafá,Espanyol,RB,Portugal,31.0,72.0,Offensive Full-back,10000000,,,,Espanyol,2.2
Obinna Nwobodo,Espanyol,DMF,Nigeria,29.0,73.0,Box-to-Box,16125000,,,,Espanyol,3.0
Mykola Shaparenko,Espanyol,CMF,Ukraine,27.0,73.0,Orchestrator,16500000,,,,Espanyol,3.1
